id,language,language_iso
597,Français,fr
597,Deutsch,de
597,svenska,sv
597,Italiano,it
597,Pусский,ru
59700,English,en
59701,English,en
59704,Italiano,it
59704,English,en
59706,English,en
5971,English,en
5971,Magyar,hu
5971,Italiano,it
59719,日本語,ja
59722,English,en
59726,English,en
59733,English,en
59735,Español,es
59735,English,en
59738,English,en
59744,English,en
59762,English,en
59797,English,en
598,Português,pt
59802,Esperanto,eo
59803,Pусский,ru
59807,English,en
59809,English,en
59820,English,en
59820,Français,fr
59833,English,en
59835,Deutsch,de
59835,Español,es
59838,English,en
59839,English,en
59843,广州话 / 廣州話,cn
59847,Français,fr
59852,English,en
59853,Italiano,it
59859,English,en
59860,English,en
59861,English,en
59873,Italiano,it
59881,English,en
59882,English,en
59883,English,en
59892,Český,cs
59895,English,en
59897,English,en
599,English,en
59908,suomi,fi
59908,English,en
5991,No Language,xx
59912,Italiano,it
59914,Français,fr
59917,English,en
59930,English,en
59935,فارسی,fa
59935,English,en
59939,English,en
5994,English,en
59940,English,en
59944,日本語,ja
5995,svenska,sv
59950,Français,fr
59958,English,en
59959,Français,fr
5996,English,en
5996,Français,fr
59961,English,en
59961,Afrikaans,af
59961,Español,es
59962,English,en
59963,English,en
59964,English,en
59965,English,en
59967,English,en
59968,English,en
59974,English,en
59981,English,en
59990,Português,pt
59995,English,en
59996,English,en
6,English,en
600,English,en
600,Tiếng Việt,vi
60005,English,en
60009,English,en
60011,"",xh
60011,English,en
60011,Afrikaans,af
60011,isiZulu,zu
60014,Italiano,it
60015,Español,es
60015,Français,fr
60018,Italiano,it
60025,Français,fr
60029,English,en
6003,English,en
6003,Italiano,it
60033,English,en
60038,Italiano,it
60041,English,en
60046,Italiano,it
60061,Italiano,it
60062,English,en
60063,English,en
60067,Italiano,it
60068,Pусский,ru
6007,Norsk,no
60071,English,en
60079,English,en
60082,English,en
60083,Français,fr
60085,English,en
60086,English,en
60087,English,en
601,English,en
60106,Français,fr
60116,Italiano,it
60120,English,en
60120,Català,ca
60120,Pусский,ru
60120,Español,es
60125,English,en
60139,English,en
60140,English,en
60141,Português,pt
60142,English,en
60142,Português,pt
60152,English,en
60153,Polski,pl
6016,English,en
60160,日本語,ja
60163,日本語,ja
60164,English,en
60170,English,en
60170,Deutsch,de
60173,English,en
60175,Français,fr
60181,Français,fr
60189,Pусский,ru
60190,English,en
60191,Italiano,it
60194,Français,fr
60194,Pусский,ru
60195,Italiano,it
60199,English,en
602,English,en
6020,English,en
60202,Italiano,it
60213,Français,fr
60213,Español,es
60216,English,en
60216,Deutsch,de
6022,English,en
60221,Français,fr
60221,Español,es
60225,Español,es
60228,Türkçe,tr
6023,English,en
60230,English,en
60233,English,en
60234,Français,fr
60236,Pусский,ru
60238,English,en
60243,فارسی,fa
60254,Français,fr
60261,Magyar,hu
60269,English,en
60270,English,en
60276,English,en
60278,广州话 / 廣州話,cn
60278,普通话,zh
60279,English,en
60279,Magyar,hu
6028,English,en
60281,English,en
60285,English,en
60287,English,en
6029,Pусский,ru
60290,Français,fr
60293,English,en
603,English,en
60302,English,en
60304,English,en
60306,English,en
60307,English,en
60308,English,en
60309,English,en
60315,Español,es
60315,English,en
60315,Français,fr
60363,English,en
60364,English,en
60364,Deutsch,de
60364,Polski,pl
60366,English,en
6037,English,en
60375,suomi,fi
60378,Deutsch,de
6038,English,en
6038,普通话,zh
60387,English,en
60387,Italiano,it
60389,हिन्दी,hi
60392,हिन्दी,hi
604,English,en
60400,English,en
60400,Français,fr
60405,English,en
60409,Türkçe,tr
60409,suomi,fi
60409,English,en
60410,English,en
60415,普通话,zh
60420,English,en
60421,English,en
60421,Français,fr
60421,فارسی,fa
60422,English,en
60422,Français,fr
60422,Deutsch,de
60430,Français,fr
60434,Română,ro
60434,English,en
60437,English,en
60438,English,en
60447,English,en
60479,Français,fr
60479,Deutsch,de
60488,English,en
60488,Deutsch,de
60489,English,en
605,English,en
605,Français,fr
60504,English,en
60505,English,en
60531,Français,fr
60534,Deutsch,de
60539,English,en
60540,English,en
60541,English,en
60543,Italiano,it
60547,English,en
60551,English,en
60555,English,en
60562,English,en
60566,English,en
60566,Español,es
60567,বাংলা,bn
60568,广州话 / 廣州話,cn
60568,普通话,zh
60573,English,en
60575,English,en
60575,Deutsch,de
60579,हिन्दी,hi
60579,தமிழ்,ta
6058,English,en
60587,Deutsch,de
60587,English,en
60591,English,en
60592,svenska,sv
60595,English,en
60599,English,en
606,English,en
606,Kiswahili,sw
60604,日本語,ja
60608,Français,fr
60612,Français,fr
60616,Français,fr
60616,Deutsch,de
60623,Français,fr
60629,English,en
60631,English,en
60639,普通话,zh
60643,English,en
60645,English,en
60650,Français,fr
60650,Italiano,it
60662,English,en
60664,English,en
60670,Français,fr
60672,Deutsch,de
60672,Français,fr
60672,Italiano,it
60677,suomi,fi
60678,suomi,fi
60678,svenska,sv
6068,English,en
6068,Deutsch,de
6068,ภาษาไทย,th
6069,English,en
60695,English,en
607,English,en
607,Español,es
60700,العربية,ar
60703,English,en
60708,"",ay
60708,Español,es
6071,English,en
6072,English,en
6072,Español,es
6073,English,en
6073,Español,es
60730,हिन्दी,hi
60747,English,en
60747,한국어/조선말,ko
6075,English,en
6075,Español,es
60759,English,en
6076,Deutsch,de
60760,Français,fr
60769,Norsk,no
6077,Français,fr
6077,ქართული,ka
6077,Deutsch,de
60773,Français,fr
60775,Nederlands,nl
60778,English,en
6078,English,en
60785,广州话 / 廣州話,cn
6079,Deutsch,de
6079,Český,cs
60792,English,en
60794,Español,es
608,English,en
60800,Magyar,hu
60807,తెలుగు,te
60809,Deutsch,de
60809,English,en
6081,English,en
6081,Français,fr
60810,Italiano,it
60813,Français,fr
60821,English,en
60821,Français,fr
60824,Français,fr
60825,English,en
60825,Français,fr
60828,English,en
60836,English,en
60843,日本語,ja
60850,Deutsch,de
60853,English,en
60855,广州话 / 廣州話,cn
60855,English,en
60859,Français,fr
60859,Español,es
60897,English,en
60898,广州话 / 廣州話,cn
60899,svenska,sv
609,English,en
60908,English,en
60932,English,en
60935,English,en
60935,Norsk,no
60935,Dansk,da
60938,English,en
60948,Český,cs
60949,"",ce
60951,English,en
60964,日本語,ja
60965,English,en
60966,English,en
60971,日本語,ja
60981,Deutsch,de
60981,Pусский,ru
60985,Español,es
60993,suomi,fi
60994,English,en
61002,English,en
61005,English,en
61012,English,en
61016,English,en
61020,Português,pt
61020,English,en
6103,English,en
61033,English,en
61035,Deutsch,de
61038,English,en
61041,English,en
61044,English,en
61044,Italiano,it
61044,Español,es
61046,English,en
61048,English,en
61049,English,en
6105,English,en
6105,Français,fr
61050,English,en
61054,English,en
6106,English,en
6106,Español,es
61062,한국어/조선말,ko
6107,English,en
61070,suomi,fi
61080,English,en
61086,English,en
61095,English,en
6110,English,en
6110,Deutsch,de
61104,English,en
61104,Deutsch,de
61105,English,en
61108,Français,fr
61109,English,en
61111,English,en
61111,ελληνικά,el
61112,Français,fr
61112,English,en
61113,English,en
61117,English,en
61120,English,en
61121,svenska,sv
61123,suomi,fi
61125,suomi,fi
61138,English,en
61139,Pусский,ru
6114,Latin,la
6114,Română,ro
6114,български език,bg
6114,ελληνικά,el
6114,English,en
61151,English,en
6116,English,en
61168,English,en
61178,English,en
61187,广州话 / 廣州話,cn
61187,English,en
61187,한국어/조선말,ko
61194,English,en
61198,English,en
612,العربية,ar
612,Deutsch,de
612,ελληνικά,el
612,English,en
612,Français,fr
612,עִבְרִית,he
612,Italiano,it
612,Pусский,ru
61202,English,en
61202,हिन्दी,hi
61202,Español,es
61203,हिन्दी,hi
61203,English,en
61212,Italiano,it
61221,English,en
61222,Français,fr
61225,English,en
61233,English,en
61237,Italiano,it
61263,English,en
61263,Français,fr
61263,Pусский,ru
61266,Pусский,ru
61267,Français,fr
61271,हिन्दी,hi
61280,English,en
61293,Pусский,ru
61294,English,en
61294,Pусский,ru
61296,Français,fr
613,Magyar,hu
613,Deutsch,de
613,Pусский,ru
61302,English,en
61302,"",gd
61303,Italiano,it
61312,English,en
61313,Český,cs
61314,Italiano,it
61320,Český,cs
61337,English,en
61341,English,en
61348,English,en
61369,English,en
61370,English,en
61372,English,en
61382,English,en
61385,Pусский,ru
61391,English,en
614,Latin,la
614,svenska,sv
61400,हिन्दी,hi
61401,English,en
61404,Český,cs
61404,Français,fr
61404,Español,es
61410,English,en
61411,English,en
61411,Español,es
61415,Français,fr
61415,English,en
61416,English,en
61418,English,en
61420,English,en
61430,English,en
61431,English,en
61434,English,en
61436,English,en
6145,English,en
61461,Italiano,it
61462,Italiano,it
61473,English,en
61475,日本語,ja
61477,普通话,zh
61485,普通话,zh
61487,English,en
61492,日本語,ja
61495,svenska,sv
61495,suomi,fi
615,עִבְרִית,he
615,Latin,la
61501,English,en
61502,English,en
61523,English,en
61523,Pусский,ru
61523,Esperanto,eo
61524,English,en
61525,English,en
61525,Italiano,it
61527,English,en
61528,English,en
61533,English,en
61535,English,en
61536,English,en
61537,English,en
61539,Deutsch,de
61539,Español,es
61540,Italiano,it
61541,English,en
61542,English,en
61542,Français,fr
61545,العربية,ar
61545,English,en
61545,עִבְרִית,he
61545,Pусский,ru
61546,English,en
61548,English,en
61550,English,en
61552,Deutsch,de
61559,العربية,ar
61559,English,en
61560,Français,fr
61563,English,en
61564,English,en
61574,English,en
61578,English,en
61580,Polski,pl
61581,Italiano,it
61591,日本語,ja
61594,English,en
61594,Italiano,it
616,English,en
616,日本語,ja
61613,English,en
61629,English,en
6163,English,en
61638,Italiano,it
61642,English,en
61644,English,en
61645,English,en
61647,English,en
61648,English,en
61650,English,en
61650,Deutsch,de
61651,English,en
61658,Français,fr
6166,English,en
6166,Deutsch,de
61662,Français,fr
61663,Français,fr
61667,English,en
61667,Français,fr
61667,Deutsch,de
61667,Italiano,it
61667,Latin,la
61667,Polski,pl
61667,Español,es
61669,English,en
61672,Français,fr
61675,English,en
61682,日本語,ja
61683,Français,fr
61686,العربية,ar
61686,Français,fr
61689,English,en
61699,English,en
61699,עִבְרִית,he
617,English,en
61702,English,en
61708,English,en
6171,English,en
61711,Français,fr
61716,English,en
61717,English,en
61718,English,en
61718,Español,es
61719,English,en
6172,"",yi
6172,Deutsch,de
6172,עִבְרִית,he
61722,Deutsch,de
6173,Français,fr
61730,English,en
61738,Italiano,it
61751,Nederlands,nl
61752,English,en
61755,Italiano,it
61755,Português,pt
61765,Français,fr
61777,English,en
61783,Français,fr
61791,English,en
61799,Italiano,it
618,No Language,xx
61803,English,en
61807,English,en
61813,English,en
61814,Français,fr
6182,English,en
61820,فارسی,fa
61823,Français,fr
61823,Italiano,it
61828,English,en
61829,Italiano,it
6183,Deutsch,de
6183,Polski,pl
61852,Français,fr
61855,English,en
61856,English,en
61863,English,en
61864,Français,fr
